Year,Country1,Country2,Played,GroupStage,Round1,Round2,Round3,Round4,Rounds,Score1,Score2,Day,Month,Disputes,PreviousDisputes
1958,Sweden,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1958,Hungary,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1958,Hungary,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1958,Hungary,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1958,Hungary,Austria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1958,Hungary,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1958,Mexico,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1958,Mexico,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1958,Mexico,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1958,Mexico,Austria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1958,Mexico,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1958,Brazil,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1958,Soviet Union,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4
1958,Soviet Union,Wales,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4
1958,United Kingdom,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2
1958,United Kingdom,Wales,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2
1958,Austria,Scotland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1958,Austria,Wales,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1958,Scotland,Wales,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Uruguay,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Soviet Union,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9
1962,Soviet Union,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Soviet Union,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9
1962,Yugoslavia,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Yugoslavia,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Chile,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Chile,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,West Germany,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,West Germany,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1962,Italy,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Mexico,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Italy,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Brazil,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Brazil,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Brazil,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Brazil,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Brazil,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Czechoslovakia,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Czechoslovakia,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Czechoslovakia,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Czechoslovakia,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Czechoslovakia,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1962,Spain,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Spain,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Spain,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Spain,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Spain,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Spain,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
1962,Mexico,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Mexico,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Mexico,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Mexico,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Mexico,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Mexico,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Argentina,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Argentina,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1962,Hungary,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,Hungary,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1962,United Kingdom,Colombia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1962,United Kingdom,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1962,Colombia,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Colombia,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1962,Switzerland,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,United Kingdom,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,United Kingdom,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
1966,France,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,France,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Uruguay,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Argentina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Spain,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Mexico,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,West Germany,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,West Germany,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Argentina,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Spain,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Portugal,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Hungary,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Spain,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1966,Brazil,Soviet Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1966,Brazil,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1966,Brazil,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1966,Brazil,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1966,Brazil,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1966,Portugal,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1966,Portugal,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1966,Portugal,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
1966,Hungary,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Hungary,Chile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Hungary,North Korea,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Hungary,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Soviet Union,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8
1966,Soviet Union,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8
1966,Italy,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Italy,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1966,Chile,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Chile,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,North Korea,Switzerland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,North Korea,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1966,Switzerland,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Uruguay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Sweden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Israel,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Mexico,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Uruguay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Sweden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Israel,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Belgium,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Soviet Union,Italy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Sweden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Israel,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Soviet Union,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9
1970,Uruguay,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Uruguay,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
1970,Italy,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Italy,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Sweden,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Israel,United Kingdom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Brazil,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Romania,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,Israel,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2
1970,United Kingdom,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1970,United Kingdom,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1970,United Kingdom,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1970,United Kingdom,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
1970,Brazil,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Brazil,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Brazil,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Brazil,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1970,Romania,Peru,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,Romania,West Germany,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,Romania,Bulgaria,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,Romania,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,Romania,Morocco,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,Peru,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1970,Peru,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1970,West Germany,El Salvador,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
1970,West Germany,Czechoslovakia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
