Year,Country1,Country2,GroupStage,Round1,Round2,Round3,Round4,Rounds,Score1,Score2,Day,Month,StartDay,StartMonth,EndDay,EndMonth,DisputesAfter,DisputesBefore
1982,Italy,Peru,1,0,0,0,0,3,1,1,18,6,13,6,11,7,0,0
1982,Poland,Cameroon,1,0,0,0,0,3,0,0,19,6,13,6,11,7,0,0
1982,Poland,Peru,1,0,0,0,0,3,5,1,22,6,13,6,11,7,0,0
1982,Italy,Cameroon,1,0,0,0,0,3,1,1,23,6,13,6,11,7,0,0
1982,Algeria,West Germany,1,0,0,0,0,3,2,1,16,6,13,6,11,7,0,0
1982,Austria,Chile,1,0,0,0,0,3,1,0,17,6,13,6,11,7,0,0
1982,West Germany,Chile,1,0,0,0,0,3,4,1,20,6,13,6,11,7,0,0
1982,Austria,Algeria,1,0,0,0,0,3,2,0,21,6,13,6,11,7,0,0
1982,Algeria,Chile,1,0,0,0,0,3,3,2,24,6,13,6,11,7,0,0
1982,West Germany,Austria,1,0,0,0,0,3,1,0,25,6,13,6,11,7,0,0
1982,Belgium,Argentina,1,0,0,0,0,3,1,0,13,6,13,6,11,7,0,0
1982,Hungary,El Salvador,1,0,0,0,0,3,10,1,15,6,13,6,11,7,0,0
1982,Argentina,Hungary,1,0,0,0,0,3,4,1,18,6,13,6,11,7,0,0
1982,Belgium,El Salvador,1,0,0,0,0,3,1,0,19,6,13,6,11,7,0,0
1982,Belgium,Hungary,1,0,0,0,0,3,1,1,22,6,13,6,11,7,0,0
1982,Argentina,El Salvador,1,0,0,0,0,3,2,0,23,6,13,6,11,7,0,0
1982,United Kingdom,France,1,0,0,0,0,3,3,1,16,6,13,6,11,7,0,0
1982,Czechoslovakia,Kuwait,1,0,0,0,0,3,1,1,17,6,13,6,11,7,0,0
1982,United Kingdom,Czechoslovakia,1,0,0,0,0,3,2,0,20,6,13,6,11,7,0,0
1982,France,Kuwait,1,0,0,0,0,3,4,1,21,6,13,6,11,7,0,0
1982,France,Czechoslovakia,1,0,0,0,0,3,1,1,24,6,13,6,11,7,0,0
1982,United Kingdom,Kuwait,1,0,0,0,0,3,1,0,25,6,13,6,11,7,0,0
1982,Spain,Honduras,1,0,0,0,0,3,1,1,16,6,13,6,11,7,0,0
1982,Yugoslavia,Northern Ireland,1,0,0,0,0,3,0,0,17,6,13,6,11,7,0,0
1982,Spain,Yugoslavia,1,0,0,0,0,3,2,1,20,6,13,6,11,7,0,0
1982,Honduras,Northern Ireland,1,0,0,0,0,3,1,1,21,6,13,6,11,7,0,0
1982,Yugoslavia,Honduras,1,0,0,0,0,3,1,0,24,6,13,6,11,7,0,0
1982,Northern Ireland,Spain,1,0,0,0,0,3,1,0,25,6,13,6,11,7,0,0
1982,Brazil,Soviet Union,1,0,0,0,0,3,2,1,14,6,13,6,11,7,0,0
1982,Scotland,New Zealand,1,0,0,0,0,3,5,2,15,6,13,6,11,7,0,0
1982,Brazil,Scotland,1,0,0,0,0,3,4,1,18,6,13,6,11,7,0,0
1982,Soviet Union,New Zealand,1,0,0,0,0,3,3,0,19,6,13,6,11,7,0,0
1982,Soviet Union,Scotland,1,0,0,0,0,3,2,2,22,6,13,6,11,7,0,0
1982,Brazil,New Zealand,1,0,0,0,0,3,4,0,23,6,13,6,11,7,0,0
1982,Poland,Belgium,0,0,1,0,0,3,3,0,28,6,13,6,11,7,0,0
1982,Soviet Union,Belgium,0,0,1,0,0,3,1,0,1,7,13,6,11,7,0,0
1982,Soviet Union,Poland,0,0,1,0,0,3,0,0,4,7,13,6,11,7,0,0
1982,West Germany,United Kingdom,0,0,1,0,0,3,0,0,29,6,13,6,11,7,0,0
1982,West Germany,Spain,0,0,1,0,0,3,2,1,2,7,13,6,11,7,0,0
1982,Spain,United Kingdom,0,0,1,0,0,3,0,0,5,7,13,6,11,7,0,0
1982,Italy,Argentina,0,0,1,0,0,3,2,1,29,6,13,6,11,7,0,0
1982,Brazil,Argentina,0,0,1,0,0,3,3,1,2,7,13,6,11,7,1,0
1982,Italy,Brazil,0,0,1,0,0,3,3,2,5,7,13,6,11,7,0,0
1982,France,Austria,0,0,1,0,0,3,1,0,28,6,13,6,11,7,0,0
1982,Austria,Northern Ireland,0,0,1,0,0,3,2,2,1,7,13,6,11,7,0,0
1982,France,Northern Ireland,0,0,1,0,0,3,4,1,4,7,13,6,11,7,0,0
1982,West Germany,France,0,0,0,1,0,3,5,4,8,7,13,6,11,7,0,0
1982,Italy,West Germany,0,0,0,0,1,3,3,1,10,7,13,6,11,7,0,0
1982,Poland,France,0,0,0,0,1,3,3,2,11,7,13,6,11,7,0,0
1986,Bulgaria,Italy,1,0,0,0,0,4,1,1,31,5,31,5,29,6,0,0
1986,Argentina,South Korea,1,0,0,0,0,4,3,1,2,6,31,5,29,6,0,0
1986,Italy,Argentina,1,0,0,0,0,4,1,1,5,6,31,5,29,6,0,0
1986,South Korea,Bulgaria,1,0,0,0,0,4,1,1,5,6,31,5,29,6,0,0
1986,Italy,South Korea,1,0,0,0,0,4,3,2,10,6,31,5,29,6,0,0
1986,Argentina,Bulgaria,1,0,0,0,0,4,2,0,10,6,31,5,29,6,0,0
1986,Mexico,Belgium,1,0,0,0,0,4,2,1,3,6,31,5,29,6,0,0
1986,Paraguay,Iraq,1,0,0,0,0,4,1,0,4,6,31,5,29,6,0,0
1986,Mexico,Paraguay,1,0,0,0,0,4,1,1,7,6,31,5,29,6,0,0
1986,Belgium,Iraq,1,0,0,0,0,4,2,1,8,6,31,5,29,6,0,0
1986,Belgium,Paraguay,1,0,0,0,0,4,2,2,11,6,31,5,29,6,0,0
1986,Mexico,Iraq,1,0,0,0,0,4,1,0,11,6,31,5,29,6,0,0
1986,France,Canada,1,0,0,0,0,4,1,0,1,6,31,5,29,6,2,0
1986,Soviet Union,Hungary,1,0,0,0,0,4,6,0,2,6,31,5,29,6,0,0
1986,France,Soviet Union,1,0,0,0,0,4,1,1,5,6,31,5,29,6,0,0
1986,Hungary,Canada,1,0,0,0,0,4,2,0,6,6,31,5,29,6,0,0
1986,France,Hungary,1,0,0,0,0,4,3,0,9,6,31,5,29,6,0,0
1986,Soviet Union,Canada,1,0,0,0,0,4,2,0,9,6,31,5,29,6,0,0
1986,Brazil,Spain,1,0,0,0,0,4,1,0,1,6,31,5,29,6,0,0
1986,Algeria,Northern Ireland,1,0,0,0,0,4,1,1,3,6,31,5,29,6,0,0
1986,Brazil,Algeria,1,0,0,0,0,4,1,0,6,6,31,5,29,6,0,0
1986,Spain,Northern Ireland,1,0,0,0,0,4,2,1,7,6,31,5,29,6,0,0
1986,Brazil,Northern Ireland,1,0,0,0,0,4,3,0,12,6,31,5,29,6,0,0
1986,Spain,Algeria,1,0,0,0,0,4,3,0,12,6,31,5,29,6,0,0
1986,Uruguay,West Germany,1,0,0,0,0,4,1,1,4,6,31,5,29,6,0,0
1986,Denmark,Scotland,1,0,0,0,0,4,1,0,4,6,31,5,29,6,0,0
1986,West Germany,Scotland,1,0,0,0,0,4,2,1,8,6,31,5,29,6,0,0
1986,Denmark,Uruguay,1,0,0,0,0,4,6,1,8,6,31,5,29,6,0,0
1986,Denmark,West Germany,1,0,0,0,0,4,2,0,13,6,31,5,29,6,0,0
1986,Scotland,Uruguay,1,0,0,0,0,4,0,0,13,6,31,5,29,6,0,0
1986,Morocco,Poland,1,0,0,0,0,4,0,0,2,6,31,5,29,6,0,0
1986,Portugal,United Kingdom,1,0,0,0,0,4,1,0,3,6,31,5,29,6,0,0
1986,United Kingdom,Morocco,1,0,0,0,0,4,0,0,6,6,31,5,29,6,0,0
1986,Poland,Portugal,1,0,0,0,0,4,1,0,7,6,31,5,29,6,0,0
1986,United Kingdom,Poland,1,0,0,0,0,4,3,0,11,6,31,5,29,6,0,0
1986,Morocco,Portugal,1,0,0,0,0,4,3,1,11,6,31,5,29,6,0,0
1986,Argentina,Uruguay,0,1,0,0,0,4,1,0,16,6,31,5,29,6,0,0
1986,United Kingdom,Paraguay,0,1,0,0,0,4,3,0,18,6,31,5,29,6,0,0
1986,Spain,Denmark,0,1,0,0,0,4,5,1,18,6,31,5,29,6,0,0
1986,Belgium,Soviet Union,0,1,0,0,0,4,4,3,15,6,31,5,29,6,0,0
1986,Brazil,Poland,0,1,0,0,0,4,4,0,16,6,31,5,29,6,0,0
1986,France,Italy,0,1,0,0,0,4,2,0,17,6,31,5,29,6,0,0
1986,West Germany,Morocco,0,1,0,0,0,4,1,0,17,6,31,5,29,6,0,0
1986,Mexico,Bulgaria,0,1,0,0,0,4,2,0,15,6,31,5,29,6,0,0
1986,Argentina,United Kingdom,0,0,1,0,0,4,2,1,22,6,31,5,29,6,0,0
1986,Belgium,Spain,0,0,1,0,0,4,5,4,22,6,31,5,29,6,0,0
1986,France,Brazil,0,0,1,0,0,4,4,3,21,6,31,5,29,6,0,0
1986,West Germany,Mexico,0,0,1,0,0,4,4,1,21,6,31,5,29,6,0,0
1986,Argentina,Belgium,0,0,0,1,0,4,2,0,25,6,31,5,29,6,0,0
1986,West Germany,France,0,0,0,1,0,4,2,0,25,6,31,5,29,6,0,0
1986,Argentina,West Germany,0,0,0,0,1,4,3,2,29,6,31,5,29,6,0,0
1986,France,Belgium,0,0,0,0,1,4,4,2,28,6,31,5,29,6,0,0
1990,Italy,Austria,1,0,0,0,0,4,1,0,9,6,8,6,8,7,0,0
1990,Czechoslovakia,USA,1,0,0,0,0,4,5,1,10,6,8,6,8,7,0,0
1990,Italy,USA,1,0,0,0,0,4,1,0,14,6,8,6,8,7,0,0
1990,Czechoslovakia,Austria,1,0,0,0,0,4,1,0,15,6,8,6,8,7,0,0
1990,Italy,Czechoslovakia,1,0,0,0,0,4,2,0,19,6,8,6,8,7,0,0
1990,Austria,USA,1,0,0,0,0,4,2,1,19,6,8,6,8,7,0,0
1990,Cameroon,Argentina,1,0,0,0,0,4,1,0,8,6,8,6,8,7,0,0
1990,Romania,Soviet Union,1,0,0,0,0,4,2,0,9,6,8,6,8,7,0,0
1990,Argentina,Soviet Union,1,0,0,0,0,4,2,0,13,6,8,6,8,7,0,0
1990,Cameroon,Romania,1,0,0,0,0,4,2,1,14,6,8,6,8,7,0,0
1990,Argentina,Romania,1,0,0,0,0,4,1,1,18,6,8,6,8,7,0,0
1990,Soviet Union,Cameroon,1,0,0,0,0,4,4,0,18,6,8,6,8,7,0,0
1990,Brazil,Sweden,1,0,0,0,0,4,2,1,10,6,8,6,8,7,0,0
1990,Costa Rica,Scotland,1,0,0,0,0,4,1,0,11,6,8,6,8,7,0,0
1990,Brazil,Costa Rica,1,0,0,0,0,4,1,0,16,6,8,6,8,7,0,0
1990,Scotland,Sweden,1,0,0,0,0,4,2,1,16,6,8,6,8,7,0,0
1990,Brazil,Scotland,1,0,0,0,0,4,1,0,20,6,8,6,8,7,0,0
1990,Costa Rica,Sweden,1,0,0,0,0,4,2,1,20,6,8,6,8,7,0,0
1990,Colombia,UAE,1,0,0,0,0,4,2,0,9,6,8,6,8,7,0,0
1990,Germany,Yugoslavia,1,0,0,0,0,4,4,1,10,6,8,6,8,7,0,0
1990,Yugoslavia,Colombia,1,0,0,0,0,4,1,0,14,6,8,6,8,7,0,0
1990,Germany,UAE,1,0,0,0,0,4,5,1,15,6,8,6,8,7,0,0
1990,Germany,Colombia,1,0,0,0,0,4,1,1,19,6,8,6,8,7,0,0
1990,Yugoslavia,UAE,1,0,0,0,0,4,4,1,19,6,8,6,8,7,0,0
1990,Belgium,South Korea,1,0,0,0,0,4,2,0,12,6,8,6,8,7,0,0
1990,Uruguay,Spain,1,0,0,0,0,4,0,0,13,6,8,6,8,7,0,0
1990,Belgium,Uruguay,1,0,0,0,0,4,3,1,17,6,8,6,8,7,0,0
1990,Spain,South Korea,1,0,0,0,0,4,3,1,17,6,8,6,8,7,0,0
1990,Spain,Belgium,1,0,0,0,0,4,2,1,21,6,8,6,8,7,0,0
1990,Uruguay,South Korea,1,0,0,0,0,4,1,0,21,6,8,6,8,7,0,0
1990,United Kingdom,Ireland,1,0,0,0,0,4,1,1,11,6,8,6,8,7,0,0
1990,Netherlands,Egypt,1,0,0,0,0,4,1,1,12,6,8,6,8,7,0,0
1990,United Kingdom,Netherlands,1,0,0,0,0,4,0,0,16,6,8,6,8,7,0,0
1990,Ireland,Egypt,1,0,0,0,0,4,0,0,17,6,8,6,8,7,0,0
1990,United Kingdom,Egypt,1,0,0,0,0,4,1,0,21,6,8,6,8,7,0,0
1990,Ireland,Netherlands,1,0,0,0,0,4,1,1,21,6,8,6,8,7,0,0
1990,Argentina,Brazil,0,1,0,0,0,4,1,0,24,6,8,6,8,7,0,0
1990,Yugoslavia,Spain,0,1,0,0,0,4,2,1,26,6,8,6,8,7,0,0
1990,Ireland,Romania,0,1,0,0,0,4,5,4,25,6,8,6,8,7,0,0
1990,Italy,Uruguay,0,1,0,0,0,4,2,0,25,6,8,6,8,7,0,0
1990,Czechoslovakia,Costa Rica,0,1,0,0,0,4,4,1,23,6,8,6,8,7,0,0
1990,Germany,Netherlands,0,1,0,0,0,4,2,1,24,6,8,6,8,7,0,0
1990,Cameroon,Colombia,0,1,0,0,0,4,2,1,23,6,8,6,8,7,0,0
1990,United Kingdom,Belgium,0,1,0,0,0,4,1,0,26,6,8,6,8,7,0,0
1990,Argentina,Yugoslavia,0,0,1,0,0,4,3,2,30,6,8,6,8,7,0,0
1990,Italy,Ireland,0,0,1,0,0,4,1,0,30,6,8,6,8,7,0,0
1990,Germany,Czechoslovakia,0,0,1,0,0,4,1,0,1,7,8,6,8,7,0,0
1990,United Kingdom,Cameroon,0,0,1,0,0,4,3,2,1,7,8,6,8,7,0,0
1990,Argentina,Italy,0,0,0,1,0,4,4,3,3,7,8,6,8,7,0,0
1990,Germany,United Kingdom,0,0,0,1,0,4,4,3,4,7,8,6,8,7,0,0
1990,Germany,Argentina,0,0,0,0,1,4,1,0,8,7,8,6,8,7,0,0
1990,Italy,United Kingdom,0,0,0,0,1,4,2,1,7,7,8,6,8,7,0,0
1994,USA,Switzerland,1,0,0,0,0,4,1,1,18,6,17,6,17,7,0,0
1994,Romania,Colombia,1,0,0,0,0,4,3,1,18,6,17,6,17,7,0,0
1994,Switzerland,Romania,1,0,0,0,0,4,4,1,22,6,17,6,17,7,0,0
1994,USA,Colombia,1,0,0,0,0,4,2,1,22,6,17,6,17,7,0,0
1994,Colombia,Switzerland,1,0,0,0,0,4,2,0,26,6,17,6,17,7,0,0
1994,Romania,USA,1,0,0,0,0,4,1,0,26,6,17,6,17,7,0,0
1994,Cameroon,Sweden,1,0,0,0,0,4,2,2,19,6,17,6,17,7,0,0
1994,Brazil,Russia,1,0,0,0,0,4,2,0,20,6,17,6,17,7,0,0
1994,Brazil,Cameroon,1,0,0,0,0,4,3,0,24,6,17,6,17,7,0,0
1994,Sweden,Russia,1,0,0,0,0,4,3,1,24,6,17,6,17,7,0,1
1994,Russia,Cameroon,1,0,0,0,0,4,6,1,28,6,17,6,17,7,0,0
1994,Brazil,Sweden,1,0,0,1,0,4,1,1,28,6,17,6,17,7,0,0
1994,Germany,Bolivia,1,0,0,0,0,4,1,0,17,6,17,6,17,7,0,0
1994,Spain,South Korea,1,0,0,0,0,4,2,2,17,6,17,6,17,7,0,0
1994,Germany,Spain,1,0,0,0,0,4,1,1,21,6,17,6,17,7,0,0
1994,South Korea,Bolivia,1,0,0,0,0,4,0,0,23,6,17,6,17,7,0,0
1994,Spain,Bolivia,1,0,0,0,0,4,3,1,27,6,17,6,17,7,0,0
1994,Germany,South Korea,1,0,0,0,0,4,3,2,27,6,17,6,17,7,0,0
1994,Argentina,Greece,1,0,0,0,0,4,4,0,21,6,17,6,17,7,0,0
1994,Nigeria,Bulgaria,1,0,0,0,0,4,3,0,21,6,17,6,17,7,0,0
1994,Argentina,Nigeria,1,0,0,0,0,4,2,1,25,6,17,6,17,7,0,0
1994,Bulgaria,Greece,1,0,0,0,0,4,4,0,26,6,17,6,17,7,0,0
1994,Bulgaria,Argentina,1,0,0,0,0,4,2,0,30,6,17,6,17,7,0,0
1994,Nigeria,Greece,1,0,0,0,0,4,2,0,30,6,17,6,17,7,0,0
1994,Ireland,Italy,1,0,0,0,0,4,1,0,18,6,17,6,17,7,0,0
1994,Norway,Mexico,1,0,0,0,0,4,1,0,19,6,17,6,17,7,0,0
1994,Italy,Norway,1,0,0,0,0,4,1,0,23,6,17,6,17,7,0,0
1994,Mexico,Ireland,1,0,0,0,0,4,2,1,24,6,17,6,17,7,0,0
1994,Italy,Mexico,1,0,0,0,0,4,1,1,28,6,17,6,17,7,0,0
1994,Ireland,Norway,1,0,0,0,0,4,0,0,28,6,17,6,17,7,0,0
1994,Belgium,Morocco,1,0,0,0,0,4,1,0,19,6,17,6,17,7,0,0
1994,Netherlands,Saudi Arabia,1,0,0,0,0,4,2,1,20,6,17,6,17,7,0,0
1994,Saudi Arabia,Morocco,1,0,0,0,0,4,2,1,25,6,17,6,17,7,0,0
1994,Belgium,Netherlands,1,0,0,0,0,4,1,0,25,6,17,6,17,7,0,0
1994,Saudi Arabia,Belgium,1,0,0,0,0,4,1,0,29,6,17,6,17,7,0,0
1994,Netherlands,Morocco,1,0,0,0,0,4,2,1,29,6,17,6,17,7,0,0
1994,Romania,Argentina,0,1,0,0,0,4,3,2,3,7,17,6,17,7,0,0
1994,Sweden,Saudi Arabia,0,1,0,0,0,4,3,1,3,7,17,6,17,7,0,0
1994,Netherlands,Ireland,0,1,0,0,0,4,2,0,4,7,17,6,17,7,0,0
1994,Brazil,USA,0,1,0,0,0,4,1,0,4,7,17,6,17,7,0,0
1994,Bulgaria,Mexico,0,1,0,0,0,4,3,1,5,7,17,6,17,7,0,0
1994,Germany,Belgium,0,1,0,0,0,4,3,2,2,7,17,6,17,7,0,0
1994,Italy,Nigeria,0,1,0,0,0,4,2,1,5,7,17,6,17,7,0,0
1994,Spain,Switzerland,0,1,0,0,0,4,3,0,2,7,17,6,17,7,0,0
1994,Sweden,Romania,0,0,1,0,0,4,5,4,10,7,17,6,17,7,0,0
1994,Brazil,Netherlands,0,0,1,0,0,4,3,2,9,7,17,6,17,7,0,0
1994,Bulgaria,Germany,0,0,1,0,0,4,2,1,10,7,17,6,17,7,0,0
1994,Italy,Spain,0,0,1,0,0,4,2,1,9,7,17,6,17,7,0,0
1994,Italy,Bulgaria,0,0,0,1,0,4,2,1,13,7,17,6,17,7,0,0
1994,Brazil,Italy,0,0,0,0,1,4,3,2,17,7,17,6,17,7,0,0
1994,Sweden,Bulgaria,0,0,0,0,1,4,4,0,16,7,17,6,17,7,0,0
1998,Brazil,Scotland,1,0,0,0,0,4,2,1,10,6,10,6,12,7,0,0
1998,Morocco,Norway,1,0,0,0,0,4,2,2,10,6,10,6,12,7,0,0
1998,Scotland,Norway,1,0,0,0,0,4,1,1,16,6,10,6,12,7,0,0
1998,Brazil,Morocco,1,0,0,0,0,4,3,0,16,6,10,6,12,7,0,0
1998,Norway,Brazil,1,0,0,0,0,4,2,1,23,6,10,6,12,7,0,0
1998,Morocco,Scotland,1,0,0,0,0,4,3,0,23,6,10,6,12,7,0,0
1998,Italy,Chile,1,0,0,0,0,4,2,2,11,6,10,6,12,7,0,0
1998,Cameroon,Austria,1,0,0,0,0,4,1,1,11,6,10,6,12,7,0,0
1998,Chile,Austria,1,0,0,0,0,4,1,1,17,6,10,6,12,7,0,0
1998,Italy,Cameroon,1,0,0,0,0,4,3,0,17,6,10,6,12,7,0,0
1998,Italy,Austria,1,0,0,0,0,4,2,1,23,6,10,6,12,7,0,0
1998,Chile,Cameroon,1,0,0,0,0,4,1,1,23,6,10,6,12,7,0,0
1998,Denmark,Saudi Arabia,1,0,0,0,0,4,1,0,12,6,10,6,12,7,0,0
1998,France,South Africa,1,0,0,0,0,4,3,0,12,6,10,6,12,7,0,0
1998,Denmark,South Africa,1,0,0,0,0,4,1,1,18,6,10,6,12,7,0,0
1998,France,Saudi Arabia,1,0,0,0,0,4,4,0,18,6,10,6,12,7,0,0
1998,France,Denmark,1,0,0,0,0,4,2,1,24,6,10,6,12,7,0,0
1998,South Africa,Saudi Arabia,1,0,0,0,0,4,2,2,24,6,10,6,12,7,0,0
1998,Paraguay,Bulgaria,1,0,0,0,0,4,0,0,12,6,10,6,12,7,0,0
1998,Nigeria,Spain,1,0,0,0,0,4,3,2,13,6,10,6,12,7,0,0
1998,Nigeria,Bulgaria,1,0,0,0,0,4,1,0,19,6,10,6,12,7,0,0
1998,Spain,Paraguay,1,0,0,0,0,4,0,0,19,6,10,6,12,7,0,0
1998,Paraguay,Nigeria,1,0,0,0,0,4,3,1,24,6,10,6,12,7,0,0
1998,Spain,Bulgaria,1,0,0,0,0,4,6,1,24,6,10,6,12,7,0,0
1998,Mexico,South Korea,1,0,0,0,0,4,3,1,13,6,10,6,12,7,0,0
1998,Netherlands,Belgium,1,0,0,0,0,4,0,0,13,6,10,6,12,7,0,0
1998,Belgium,Mexico,1,0,0,0,0,4,2,2,20,6,10,6,12,7,0,0
1998,Netherlands,South Korea,1,0,0,0,0,4,5,0,20,6,10,6,12,7,0,0
1998,Netherlands,Mexico,1,0,0,0,0,4,2,2,25,6,10,6,12,7,0,0
1998,Belgium,South Korea,1,0,0,0,0,4,1,1,25,6,10,6,12,7,0,0
1998,Yugoslavia,Iran,1,0,0,0,0,4,1,0,14,6,10,6,12,7,0,0
1998,Germany,USA,1,0,0,0,0,4,2,0,15,6,10,6,12,7,0,0
1998,Germany,Yugoslavia,1,0,0,0,0,4,2,2,21,6,10,6,12,7,2,0
1998,Iran,USA,1,0,0,0,0,4,2,1,21,6,10,6,12,7,0,1
1998,Yugoslavia,USA,1,0,0,0,0,4,1,0,25,6,10,6,12,7,1,1
1998,Germany,Iran,1,0,0,0,0,4,2,0,25,6,10,6,12,7,0,0
1998,United Kingdom,Tunisia,1,0,0,0,0,4,2,0,15,6,10,6,12,7,0,0
1998,Romania,Colombia,1,0,0,0,0,4,1,0,15,6,10,6,12,7,0,0
1998,Colombia,Tunisia,1,0,0,0,0,4,1,0,22,6,10,6,12,7,0,0
1998,Romania,United Kingdom,1,0,0,0,0,4,2,1,22,6,10,6,12,7,0,0
1998,United Kingdom,Colombia,1,0,0,0,0,4,2,0,26,6,10,6,12,7,0,0
1998,Romania,Tunisia,1,0,0,0,0,4,1,1,26,6,10,6,12,7,0,0
1998,Argentina,Japan,1,0,0,0,0,4,1,0,14,6,10,6,12,7,0,0
1998,Croatia,Jamaica,1,0,0,0,0,4,3,1,14,6,10,6,12,7,0,0
1998,Croatia,Japan,1,0,0,0,0,4,1,0,20,6,10,6,12,7,0,0
1998,Argentina,Jamaica,1,0,0,0,0,4,5,0,21,6,10,6,12,7,0,0
1998,Argentina,Croatia,1,0,0,0,0,4,1,0,26,6,10,6,12,7,0,0
1998,Jamaica,Japan,1,0,0,0,0,4,2,1,26,6,10,6,12,7,0,0
1998,Brazil,Chile,0,1,0,0,0,4,4,1,27,6,10,6,12,7,0,0
1998,Denmark,Nigeria,0,1,0,0,0,4,4,1,28,6,10,6,12,7,0,0
1998,Netherlands,Yugoslavia,0,1,0,0,0,4,2,1,29,6,10,6,12,7,2,0
1998,Argentina,United Kingdom,0,1,0,0,0,4,4,3,30,6,10,6,12,7,0,0
1998,Italy,Norway,0,1,0,0,0,4,1,0,27,6,10,6,12,7,0,0
1998,France,Paraguay,0,1,0,0,0,4,1,0,28,6,10,6,12,7,0,0
1998,Germany,Mexico,0,1,0,0,0,4,2,1,29,6,10,6,12,7,0,0
1998,Croatia,Romania,0,1,0,0,0,4,1,0,30,6,10,6,12,7,0,0
1998,Brazil,Denmark,0,0,1,0,0,4,3,2,3,7,10,6,12,7,0,0
1998,Netherlands,Argentina,0,0,1,0,0,4,2,1,4,7,10,6,12,7,0,0
1998,France,Italy,0,0,1,0,0,4,4,3,3,7,10,6,12,7,0,0
1998,Croatia,Germany,0,0,1,0,0,4,3,0,4,7,10,6,12,7,0,0
1998,Brazil,Netherlands,0,0,0,1,0,4,4,2,7,7,10,6,12,7,0,0
1998,France,Croatia,0,0,0,1,0,4,2,1,8,7,10,6,12,7,0,0
1998,France,Brazil,0,0,0,0,1,4,3,0,12,7,10,6,12,7,0,0
1998,Croatia,Netherlands,0,0,0,0,1,4,2,1,11,7,10,6,12,7,0,0
2002,Senegal,France,1,0,0,0,0,4,1,0,31,5,31,5,30,6,0,0
2002,Denmark,Uruguay,1,0,0,0,0,4,2,1,1,6,31,5,30,6,0,0
2002,Denmark,Senegal,1,0,0,0,0,4,1,1,6,6,31,5,30,6,0,0
2002,France,Uruguay,1,0,0,0,0,4,0,0,6,6,31,5,30,6,0,0
2002,Denmark,France,1,0,0,0,0,4,2,0,11,6,31,5,30,6,0,0
2002,Senegal,Uruguay,1,0,0,0,0,4,3,3,11,6,31,5,30,6,0,0
2002,Paraguay,South Africa,1,0,0,0,0,4,2,2,2,6,31,5,30,6,0,0
2002,Spain,Slovenia,1,0,0,0,0,4,3,1,2,6,31,5,30,6,0,0
2002,Spain,Paraguay,1,0,0,0,0,4,3,1,7,6,31,5,30,6,0,0
2002,South Africa,Slovenia,1,0,0,0,0,4,1,0,8,6,31,5,30,6,0,0
2002,Spain,South Africa,1,0,0,0,0,4,3,2,12,6,31,5,30,6,0,0
2002,Paraguay,Slovenia,1,0,0,0,0,4,3,1,12,6,31,5,30,6,0,0
2002,Brazil,Tunisia,1,0,0,0,0,4,2,1,3,6,31,5,30,6,0,0
2002,Costa Rica,China,1,0,0,0,0,4,2,0,4,6,31,5,30,6,0,0
2002,Brazil,China,1,0,0,0,0,4,4,0,8,6,31,5,30,6,0,0
2002,Costa Rica,Turkey,1,0,0,0,0,4,1,1,9,6,31,5,30,6,0,0
2002,Brazil,Costa Rica,1,0,0,0,0,4,5,2,13,6,31,5,30,6,0,0
2002,Turkey,China,1,0,0,0,0,4,3,0,13,6,31,5,30,6,0,0
2002,South Korea,Poland,1,0,0,0,0,4,2,0,4,6,31,5,30,6,0,0
2002,USA,Portugal,1,0,0,0,0,4,3,2,5,6,31,5,30,6,0,0
2002,USA,South Korea,1,0,0,0,0,4,1,1,10,6,31,5,30,6,0,0
2002,Portugal,Poland,1,0,0,0,0,4,4,0,10,6,31,5,30,6,0,0
2002,South Korea,Portugal,1,0,0,0,0,4,1,0,14,6,31,5,30,6,0,0
2002,Poland,USA,1,0,0,0,0,4,3,1,14,6,31,5,30,6,0,0
2002,Ireland,Cameroon,1,0,0,0,0,4,1,1,1,6,31,5,30,6,0,0
2002,Germany,Saudi Arabia,1,0,0,0,0,4,8,0,1,6,31,5,30,6,0,0
2002,Germany,Ireland,1,0,0,0,0,4,1,1,5,6,31,5,30,6,0,0
2002,Cameroon,Saudi Arabia,1,0,0,0,0,4,1,0,6,6,31,5,30,6,0,0
2002,Germany,Cameroon,1,0,0,0,0,4,2,0,11,6,31,5,30,6,0,0
2002,Ireland,Saudi Arabia,1,0,0,0,0,4,3,0,11,6,31,5,30,6,0,0
2002,Argentina,Nigeria,1,0,0,0,0,4,1,0,2,6,31,5,30,6,0,0
2002,United Kingdom,Sweden,1,0,0,0,0,4,1,1,2,6,31,5,30,6,0,0
2002,Sweden,Nigeria,1,0,0,0,0,4,2,1,7,6,31,5,30,6,0,0
2002,United Kingdom,Argentina,1,0,0,0,0,4,1,0,7,6,31,5,30,6,0,0
2002,Sweden,Argentina,1,0,0,0,0,4,1,1,12,6,31,5,30,6,0,0
2002,Nigeria,United Kingdom,1,0,0,0,0,4,0,0,12,6,31,5,30,6,0,0
2002,Mexico,Croatia,1,0,0,0,0,4,1,0,3,6,31,5,30,6,0,0
2002,Italy,Ecuador,1,0,0,0,0,4,2,0,3,6,31,5,30,6,0,0
2002,Croatia,Italy,1,0,0,0,0,4,2,1,8,6,31,5,30,6,0,0
